timestamp,tau
2026-02-19 00:05:06,0.0921246003941808
2026-02-19 00:15:06,0.09242222846716101
2026-02-19 00:25:06,0.09215351559585909
2026-02-19 00:35:06,0.09084919594980531
2026-02-19 00:45:06,0.08694174365984698
2026-02-19 00:55:06,0.08678132035983492
2026-02-19 01:05:06,0.08334072375064129
2026-02-19 01:15:06,0.0815082269822256
2026-02-19 01:25:06,0.07972200878359315
2026-02-19 01:35:06,0.0756760650210953
2026-02-19 01:45:06,0.07368563576677187
2026-02-19 01:55:06,0.07256373499267509
2026-02-19 02:05:06,0.06997333757860855
2026-02-19 02:15:06,0.06247191148142581
2026-02-19 02:25:06,0.06242199776461502
2026-02-19 02:35:06,0.05876602481107921
2026-02-19 02:45:06,0.05723394980630585
2026-02-19 02:55:06,0.057294843120861756
2026-02-19 03:05:06,0.05630666831039687
2026-02-19 03:15:06,0.05545004719000848
2026-02-19 03:25:06,0.055481104935695996
2026-02-19 03:35:06,0.05523511799894789
2026-02-19 03:45:06,0.054588537494967726
2026-02-19 03:55:06,0.05445137000629313
2026-02-19 04:05:06,0.05576469208052065
2026-02-19 04:15:06,0.055330339452641694
2026-02-19 04:25:06,0.05439948457114935
2026-02-19 04:35:06,0.054477485710004006
2026-02-19 04:45:06,0.05396756684949293
2026-02-19 04:55:06,0.053960796769909836
2026-02-19 05:05:06,0.05404863140124012
2026-02-19 05:15:06,0.052688751506373255
2026-02-19 05:25:06,0.05341610504211968
2026-02-19 05:35:06,0.05256576161885154
2026-02-19 05:45:06,0.052506756681520814
2026-02-19 05:55:06,0.05217974360882797
2026-02-19 06:05:06,0.051855223593737856
2026-02-19 06:15:06,0.05096657455201009
2026-02-19 06:25:06,0.05007331851273194
2026-02-19 06:35:06,0.04948064172325375
2026-02-19 06:45:06,0.04856049278417147
2026-02-19 06:55:06,0.04809585113100316
2026-02-19 07:05:06,0.04742722750895856
2026-02-19 07:15:06,0.04682344703645154
2026-02-19 07:25:06,0.04647945280416207
2026-02-19 07:35:06,0.04670096465159561
2026-02-19 07:45:06,0.045400958536833194
2026-02-19 07:55:06,0.04458582602226781
2026-02-19 08:05:06,0.04404169358550289
2026-02-19 08:15:06,0.04350073457282411
2026-02-19 08:25:06,0.042914649930729395
2026-02-19 08:35:06,0.042557688522703585
2026-02-19 08:45:06,0.041826564517702045
2026-02-19 08:55:06,0.041833043772928784
2026-02-19 09:05:06,0.04106023877584644
2026-02-19 09:15:06,0.04008476154912768
2026-02-19 09:25:04,0.04022020433563374
2026-02-19 09:35:05,0.04052158327828295
2026-02-19 09:45:06,0.040479176555887064
2026-02-19 09:55:06,0.04048136906421004
2026-02-19 10:05:06,0.0394661374087237
2026-02-19 10:15:06,0.03933247780269725
2026-02-19 10:25:06,0.03936046047348943
2026-02-19 10:35:06,0.03888077823730751
2026-02-19 10:45:06,0.03852307700641369
2026-02-19 10:55:06,0.038535013170594656
2026-02-19 11:05:06,0.03841660200877169
2026-02-19 11:15:06,0.03840959734540729
2026-02-19 11:25:06,0.0386651163247618
2026-02-19 11:35:06,0.03839484388964281
2026-02-19 11:45:06,0.03845439640600114
2026-02-19 11:55:06,0.03837169699922183
2026-02-19 12:05:06,0.03849881138349791
2026-02-19 12:15:06,0.03860629828282933
2026-02-19 12:25:06,0.038589492768633896
2026-02-19 12:35:06,0.03857829650343693
2026-02-19 12:45:06,0.038990003635650625
2026-02-19 12:55:06,0.03896935495401526
2026-02-19 13:05:06,0.03929031339798787
2026-02-19 13:15:06,0.039720510911982365
2026-02-19 13:25:06,0.03998610301768023
2026-02-19 13:35:06,0.040354973122675344
2026-02-19 13:45:06,0.04095355794416468
2026-02-19 13:55:06,0.040916642707663556
2026-02-19 14:05:06,0.04099561672616429
2026-02-19 14:15:06,0.041665242944894106
2026-02-19 14:25:06,0.04128712629915083
2026-02-19 14:35:06,0.041681646536990344
2026-02-19 14:45:06,0.04165816255816677
2026-02-19 14:55:06,0.041418907849880615
2026-02-19 15:05:06,0.041222345296685795
2026-02-19 15:15:06,0.04146571048765492
2026-02-19 15:25:06,0.04215063758279616
2026-02-19 15:35:06,0.043028912631890584
2026-02-19 15:45:06,0.04443288000845545
2026-02-19 15:55:06,0.0448197551469286
2026-02-19 16:05:06,0.048672244081550436
2026-02-19 16:15:06,0.050079752909775094
2026-02-19 16:25:06,0.04989882353947889
2026-02-19 16:35:06,0.05130678357109145
2026-02-19 16:45:06,0.051966849590566654
2026-02-19 16:55:06,0.052319694337544194
2026-02-19 17:05:06,0.05361649544260542
2026-02-19 17:15:06,0.05476224015309822
